"Food code","Food name","Component code","Component name","Facet(s) code","Facet(s) Description","Percentage","Probability","Reverse Yield Factor","Allocation Factor"
"A.01.07.001.012","Croissant","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.66,1,1,1
"A.01.07.001.012","Croissant","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,54.94,1,1,1
"A.01.07.001.012","Croissant","A.10.01.001","White sugar","To be further disaggregated (d)",,10.99,1,1,1
"A.01.07.001.012","Croissant","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",13.19,1,1,1
"A.01.07.001.012","Croissant","A.16.10.001","Yeast","F28.A07XD","PROCESS=Unspecified",1.54,1,1,1
"A.01.07.001.013","Croissant, filled with chocolate","I.10.03.004.001","Chocolate spread","To be further disaggregated (d)",,25,1,1,1
"A.01.07.001.013","Croissant, filled with chocolate","A.01.07.001.041","Croissant from puff pastry","To be further disaggregated (d)",,75,1,1,1
"A.01.07.001.014","Croissant, filled with cream","A.01.07.001.041","Croissant from puff pastry","To be further disaggregated (d)",,76,1,1,1
"A.01.07.001.014","Croissant, filled with cream","I.20.02.004.002","Patisserie cream","To be further disaggregated (d)",,24,1,1,1
"A.01.07.001.015","Croissant, filled with jam","A.01.07.001.041","Croissant from puff pastry","To be further disaggregated (d)",,75,1,1,1
"A.01.07.001.015","Croissant, filled with jam","A.05.08.001","Jam","To be further disaggregated (p)",,25,1,1,1
"A.01.07.001.016","Croquembouche","A.10.04.005","Caramel, soft","To be further disaggregated (d)",,21,1,1,1
"A.01.07.001.016","Croquembouche","I.01.07.001.049","Choux pastry","To be further disaggregated (d)",,36,1,1,1
"A.01.07.001.016","Croquembouche","I.20.02.004.001","Dessert cream","To be further disaggregated (d)",,43,1,1,1
"A.01.07.001.017","Doughnuts","A.11.01.001","Butter","To be further disaggregated (d)",,5.61,1,1,1
"A.01.07.001.017","Doughnuts","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",13.73,1,1,1
"A.01.07.001.017","Doughnuts","A.11.04.007","Oil, frying, blend","To be further disaggregated (d)",,14.32,1,1,1
"A.01.07.001.017","Doughnuts","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.23,1,1,1
"A.01.07.001.017","Doughnuts","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",24.83,1,1,1
"A.01.07.001.017","Doughnuts","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.31,1,1,1
"A.01.07.001.017","Doughnuts","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,24.18,1,1,1
"A.01.07.001.017","Doughnuts","A.10.01.001","White sugar","To be further disaggregated (d)",,13.54,1,1,1
"A.01.07.001.017","Doughnuts","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",2.71,1,1,1
"A.01.07.001.017","Doughnuts","A.16.10.001","Yeast","F28.A07XD","PROCESS=Unspecified",0.54,1,1,1
"A.01.07.001.018","Ã‰clair","A.10.05.002","Chocolate sauce","To be further disaggregated (d)",,10,1,1,1
"A.01.07.001.018","Ã‰clair","I.01.07.001.049","Choux pastry","To be further disaggregated (d)",,53,1,1,1
"A.01.07.001.018","Ã‰clair","I.20.02.004.001","Dessert cream","To be further disaggregated (d)",,37,0.25,1,1
"A.01.07.001.018","Ã‰clair","I.20.02.004.002","Patisserie cream","To be further disaggregated (d)",,37,0.75,1,1
"A.01.07.001.020","Fruit cake","A.05.02.001","Apple (Malus domesticus)","F28.A0BA1","PROCESS=Cooking and similar thermal preparation processes",41.5,0.76,1.35,1
"A.01.07.001.020","Fruit cake","A.05.07.001","Dried vine fruits (currants, raisins and sultanas)","To be further disaggregated (d)",,41.5,0.24,1,1
"A.01.07.001.020","Fruit cake","A.01.07.001.034","Sponge cake","To be further disaggregated (d)",,58.5,1,1,1
"A.01.07.001.021","Fruit pie","A.05.02.001","Apple (Malus domesticus)","F28.A0BA1","PROCESS=Cooking and similar thermal preparation processes",43,1,1.35,1
"A.01.07.001.021","Fruit pie","I.01.07.001.051","Shortcrust pastry","To be further disaggregated (d)",,57,1,1,1
"A.01.07.001.022","Cheese pie","I.08.08.187","Cheese, Cottage","To be further disaggregated (d)",,7,1,1,1
"A.01.07.001.022","Cheese pie","A.08.08.069","Cheese, Feta","To be further disaggregated (d)",,3.5,1,1,1
"A.01.07.001.022","Cheese pie","A.08.08.115","Cheese, Mizithra","To be further disaggregated (d)",,3.5,1,1,1
"A.01.07.001.022","Cheese pie","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",8,1,1,1
"A.01.07.001.022","Cheese pie","A.11.04.008","Olive oil","To be further disaggregated (d)",,2.5,1,1,1
"A.01.07.001.022","Cheese pie","A.16.02.028","Pepper, black and white (Piper nigrum)","F28.A07KG$F28.A07LA","PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",0.75,1,1,1
"A.01.07.001.022","Cheese pie","I.01.07.001.050","Puff pastry","To be further disaggregated (d)",,62,1,1,1
"A.01.07.001.022","Cheese pie","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.75,1,1,1
"A.01.07.001.022","Cheese pie","A.01.03.001.012","Wheat semolina, Durum","To be further disaggregated (d)",,8,1,1,1
"A.01.07.001.022","Cheese pie","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",4,1,1,1
"A.01.07.001.023","Fruit tart","A.05.02.001","Apple (Malus domesticus)","F28.A07XD","PROCESS=Unspecified",40.42,1,1,1
"A.01.07.001.023","Fruit tart","A.01.03.004.003","Corn starch","To be further disaggregated (d)",,0.39,1,1,1
"A.01.07.001.023","Fruit tart","A.12.01.010","Juice, Lemon","To be further disaggregated (d)",,1.45,1,1,1
"A.01.07.001.023","Fruit tart","A.12.01.002","Juice, Orange","To be further disaggregated (d)",,5.79,1,1,1
"A.01.07.001.023","Fruit tart","A.08.08.001","Quark","To be further disaggregated (d)",,10.95,1,1,1
"A.01.07.001.023","Fruit tart","I.01.07.001.051","Shortcrust pastry","To be further disaggregated (d)",,35.31,1,1,1
"A.01.07.001.023","Fruit tart","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.14,1,1,1
"A.01.07.001.023","Fruit tart","A.10.01.001","White sugar","To be further disaggregated (d)",,5.55,1,1,1
"A.01.07.001.024","Gingerbread","A.16.10.003","Baking powder","To be further disaggregated (d)",,0.55,1,1,1
"A.01.07.001.024","Gingerbread","A.10.01.002","Brown sugar","To be further disaggregated (d)",,18.16,1,1,1
"A.01.07.001.024","Gingerbread","A.11.01.001","Butter","To be further disaggregated (d)",,18.71,1,1,1
"A.01.07.001.024","Gingerbread","A.16.02.014","Cinnamon (Cinnamonum verum syn. C. zeylanicum)","F28.A07KG$F28.A07LA","PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",0.22,1,1,1
"A.01.07.001.024","Gingerbread","I.16.02.032","Ginger, dried","To be further disaggregated (d)",,0.44,1,1,1
"A.01.07.001.024","Gingerbread","A.10.06.001","Molasses","To be further disaggregated (d)",,13.2,1,1,1
"A.01.07.001.024","Gingerbread","A.16.02.027","Nutmeg (Myristica fragans)","F28.A07KG$F28.A07LA","PROCESS=Drying (dehydration), PROCESS=Grinding / milling / crushing",0.09,1,1,1
"A.01.07.001.024","Gingerbread","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.22,1,1,1
"A.01.07.001.024","Gingerbread","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.55,1,1,1
"A.01.07.001.024","Gingerbread","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,41.26,1,1,1
"A.01.07.001.024","Gingerbread","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",6.6,1,1,1
"A.01.07.001.025","Gougere","A.08.08.054","Cheese, Comte","To be further disaggregated (d)",,25,1,1,1
"A.01.07.001.025","Gougere","I.01.07.001.049","Choux pastry","To be further disaggregated (d)",,75,1,1,1
"A.01.07.001.026","Kringles","A.11.01.001","Butter","To be further disaggregated (d)",,18,1,1,1
"A.01.07.001.026","Kringles","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",9.4,1,1,1
"A.01.07.001.026","Kringles","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.2,1,1,1
"A.01.07.001.026","Kringles","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",6.4,1,1,1
"A.01.07.001.026","Kringles","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.2,1,1,1
"A.01.07.001.026","Kringles","A.04.03.012","Walnuts (Juglans regia)","F28.A07XD","PROCESS=Unspecified",14.1,1,1,1
"A.01.07.001.026","Kringles","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,19.6,1,1,1
"A.01.07.001.026","Kringles","A.10.01.001","White sugar","To be further disaggregated (d)",,27.4,1,1,1
"A.01.07.001.026","Kringles","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",4.2,1,1,1
"A.01.07.001.026","Kringles","A.16.10.001","Yeast","F28.A07XD","PROCESS=Unspecified",0.5,1,1,1
"A.01.07.001.027","Nut cream cake","I.20.02.004.001","Dessert cream","To be further disaggregated (d)",,25.9,1,1,1
"A.01.07.001.027","Nut cream cake","A.04.03.007","Hazelnuts (Corylus avellana)","F28.A07XD","PROCESS=Unspecified",2.6,1,1,1
"A.01.07.001.027","Nut cream cake","A.02.12.006","Instant coffee, powder","To be further disaggregated (d)",,1.7,1,1,1
"A.01.07.001.027","Nut cream cake","A.01.07.001.034","Sponge cake","To be further disaggregated (d)",,69.8,1,1,1
"A.01.07.001.028","Pancakes","A.16.10.003","Baking powder","To be further disaggregated (d)",,1,1,1,1
"A.01.07.001.028","Pancakes","A.11.01.001","Butter","To be further disaggregated (d)",,5.12,1,1,1
"A.01.07.001.028","Pancakes","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",35,1,1,1
"A.01.07.001.028","Pancakes","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1.08,1,1,1
"A.01.07.001.028","Pancakes","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,30,1,1,1
"A.01.07.001.028","Pancakes","A.10.01.001","White sugar","To be further disaggregated (d)",,15.8,1,1,1
"A.01.07.001.028","Pancakes","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",12,1,1,1
"A.01.07.001.029","Profiterole","A.10.05.002","Chocolate sauce","To be further disaggregated (d)",,21,1,1,1
"A.01.07.001.029","Profiterole","I.01.07.001.049","Choux pastry","To be further disaggregated (d)",,37,1,1,1
"A.01.07.001.029","Profiterole","I.20.02.004.001","Dessert cream","To be further disaggregated (d)",,42,0.51,1,1
"A.01.07.001.029","Profiterole","I.20.02.001.008","Ice cream, milk-based, vanilla","To be further disaggregated (d)",,42,0.23,1,1
"A.01.07.001.029","Profiterole","I.20.02.004.002","Patisserie cream","To be further disaggregated (d)",,42,0.26,1,1
"A.01.07.001.030","Pyramid cake","A.11.01.001","Butter","To be further disaggregated (d)",,14.89,1,1,1
"A.01.07.001.030","Pyramid cake","A.10.03.011","Cooking chocolate","To be further disaggregated (d)",,18.61,1,1,1
"A.01.07.001.030","Pyramid cake","A.01.03.004.001","Corn flour","To be further disaggregated (d)",,8.93,1,1,1
"A.01.07.001.030","Pyramid cake","A.10.04.003","Marzipan","To be further disaggregated (d)",,11.16,1,1,1
"A.01.07.001.030","Pyramid cake","A.16.09.002","Vanilla essence","To be further disaggregated (d)",,0.19,1,1,1
"A.01.07.001.030","Pyramid cake","A.11.04","Vegetable oil","To be further disaggregated (p)",,0.37,1,1,1
"A.01.07.001.030","Pyramid cake","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,7.44,1,1,1
"A.01.07.001.030","Pyramid cake","A.10.01.001","White sugar","To be further disaggregated (d)",,20.1,1,1,1
"A.01.07.001.030","Pyramid cake","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",18.31,1,1,1
"A.01.07.001.031","Rhubarb flan","A.02.07.007","Rhubarb (Rheum Ã— hybridum)","F28.A0BA1","PROCESS=Cooking and similar thermal preparation processes",56.4,1,1.02,1
"A.01.07.001.031","Rhubarb flan","I.01.07.001.051","Shortcrust pastry","To be further disaggregated (d)",,26.6,1,1,1
"A.01.07.001.031","Rhubarb flan","A.10.01.001","White sugar","To be further disaggregated (d)",,17,1,1,1
"A.01.07.001.032","Scone","A.16.10.003","Baking powder","To be further disaggregated (d)",,2.1,1,1,1
"A.01.07.001.032","Scone","A.11.01.001","Butter","To be further disaggregated (d)",,17.86,1,1,1
"A.01.07.001.032","Scone","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",23.63,1,1,1
"A.01.07.001.032","Scone","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.22,1,1,1
"A.01.07.001.032","Scone","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,39.39,1,1,1
"A.01.07.001.032","Scone","A.10.01.001","White sugar","To be further disaggregated (d)",,10.5,1,1,1
"A.01.07.001.032","Scone","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",6.3,1,1,1
"A.01.07.001.033","Sponge dough","A.16.10.003","Baking powder","To be further disaggregated (d)",,0.4,1,1,1
"A.01.07.001.033","Sponge dough","A.11.01.001","Butter","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.033","Sponge dough","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.033","Sponge dough","A.10.01.001","White sugar","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.033","Sponge dough","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",26.1,1,1,1
"A.01.07.001.034","Sponge cake","A.16.10.003","Baking powder","To be further disaggregated (d)",,0.4,1,1,1
"A.01.07.001.034","Sponge cake","A.11.01.001","Butter","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.034","Sponge cake","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.034","Sponge cake","A.10.01.001","White sugar","To be further disaggregated (d)",,24.5,1,1,1
"A.01.07.001.034","Sponge cake","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",26.1,1,1,1
"A.01.07.001.035","Sponge cake roll","I.10.03.004.001","Chocolate spread","To be further disaggregated (d)",,5,0.57,1,1
"A.01.07.001.035","Sponge cake roll","I.20.02.004.001","Dessert cream","To be further disaggregated (d)",,28,1,1,1
"A.01.07.001.035","Sponge cake roll","A.05.08.001","Jam","To be further disaggregated (p)",,5,0.43,1,1
"A.01.07.001.035","Sponge cake roll","A.01.07.001.034","Sponge cake","To be further disaggregated (d)",,67,1,1,1
"A.01.07.001.036","Muffins","I.01.07.001.068","Muffins, chocolate","To be further disaggregated (d)",,100,0.42,1,1
"A.01.07.001.036","Muffins","I.01.07.001.069","Muffins, plain","To be further disaggregated (d)",,100,0.58,1,1
"A.01.07.001.037","Waffles","A.16.10.003","Baking powder","To be further disaggregated (d)",,1.8,1,1,1
"A.01.07.001.037","Waffles","A.08.01.001.002","Cow milk, 3 - 4% fat (whole milk)","F28.A07XD","PROCESS=Unspecified",42.67,1,1,1
"A.01.07.001.037","Waffles","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.24,1,1,1
"A.01.07.001.037","Waffles","A.11.04.017","Sunflower oil","To be further disaggregated (d)",,10.82,1,1,1
"A.01.07.001.037","Waffles","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,30.05,1,1,1
"A.01.07.001.037","Waffles","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",14.42,1,1,1
"A.01.07.001.038","Apple strudel","A.05.07.001","Dried vine fruits (currants, raisins and sultanas)","To be further disaggregated (d)",,2,1,1,1
"A.01.07.001.038","Apple strudel","A.05.09.007.002","Fruit compote, Apple (Malus domesticus)","To be further disaggregated (d)",,48,1,1,1
"A.01.07.001.038","Apple strudel","I.01.07.001.050","Puff pastry","To be further disaggregated (d)",,50,1,1,1
"A.01.07.001.039","Cream-cheese strudel","A.05.07.001","Dried vine fruits (currants, raisins and sultanas)","To be further disaggregated (d)",,2.4,1,1,1
"A.01.07.001.039","Cream-cheese strudel","A.03.01.010","Potato starch","To be further disaggregated (d)",,1.2,1,1,1
"A.01.07.001.039","Cream-cheese strudel","I.01.07.001.050","Puff pastry","To be further disaggregated (d)",,60,1,1,1
"A.01.07.001.039","Cream-cheese strudel","A.08.08.001","Quark","To be further disaggregated (d)",,29.2,1,1,1
"A.01.07.001.039","Cream-cheese strudel","A.10.01.001","White sugar","To be further disaggregated (d)",,6,1,1,1
"A.01.07.001.039","Cream-cheese strudel","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",1.2,1,1,1
"A.01.07.001.040","Cheese pastry goods from puff pastry","A.08.08","Cheese","To be further disaggregated (p)",,35,1,1,1
"A.01.07.001.040","Cheese pastry goods from puff pastry","I.01.07.001.050","Puff pastry","To be further disaggregated (d)",,65,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.11.01.001","Butter","To be further disaggregated (d)",,18.68,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",0.66,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,54.94,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.10.01.001","White sugar","To be further disaggregated (d)",,10.99,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",13.19,1,1,1
"A.01.07.001.041","Croissant from puff pastry","A.16.10.001","Yeast","F28.A07XD","PROCESS=Unspecified",1.54,1,1,1
"A.01.07.001.042","Brioche","A.11.01.001","Butter","To be further disaggregated (d)",,12.1,1,1,1
"A.01.07.001.042","Brioche","A.08.05.001.004","Cream 40 % fat","To be further disaggregated (d)",,7,1,1,1
"A.01.07.001.042","Brioche","A.08.03.003.001","Milk powder, whole","To be further disaggregated (d)",,2,1,1,1
"A.01.07.001.042","Brioche","A.16.04.001","Salt","F28.A07XD","PROCESS=Unspecified",1,1,1,1
"A.01.07.001.042","Brioche","A.15.01","Tap water","F28.A07XD","PROCESS=Unspecified",2,1,1,1
"A.01.07.001.042","Brioche","A.01.03.001.003","Wheat flour, white","To be further disaggregated (d)",,48,1,1,1
"A.01.07.001.042","Brioche","A.10.01.001","White sugar","To be further disaggregated (d)",,11.9,1,1,1
"A.01.07.001.042","Brioche","A.09.01.001","Whole egg, chicken","F28.A07XD","PROCESS=Unspecified",14,1,1,1
"A.01.07.001.042","Brioche","A.16.10.001","Yeast","F28.A07XD","PROCESS=Unspecified",2,1,1,1
"A.01.07.001.043","Macaroons","I.01.07.001.078","Almond Macaroons","To be further disaggregated (d)",,100,0.71,1,1
"A.01.07.001.043","Macaroons","I.01.07.001.079","Coconut Macaroons","To be further disaggregated (d)",,100,0.29,1,1
"A.01.07.001.044","Lebkuchen","A.16.10.003","Baking powder","To be further disaggregated (d)",,0.55,1,1,1
